Symbol,Underlying,Type,Strike,Expiry,Reason
OPT_ADANIENT_20260224_CE_88000,ADANIENT,OPT_CE,88000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_CE_151000,TATACONSUM,OPT_CE,151000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_CE_544000,TITAN,OPT_CE,544000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_236000,SUNPHARMA,OPT_PE,236000,20260224,Zero position & not in today refdata
OPT_ADANIPORTS_20260224_PE_82000,ADANIPORTS,OPT_PE,82000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_PE_525000,TRENT,OPT_PE,525000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_38250,JIOFIN,OPT_PE,38250,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_CE_35250,COALINDIA,OPT_CE,35250,20260224,Zero position & not in today refdata
OPT_WIPRO_20260224_PE_29150,WIPRO,OPT_PE,29150,20260224,Zero position & not in today refdata
OPT_ADANIPORTS_20260224_PE_64000,ADANIPORTS,OPT_PE,64000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_47750,ITC,OPT_CE,47750,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_36750,JIOFIN,OPT_PE,36750,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_PE_85000,DRREDDY,OPT_PE,85000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_208000,CIPLA,OPT_CE,208000,20260224,Zero position & not in today refdata
OPT_NTPC_20260224_CE_19500,NTPC,OPT_CE,19500,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_515000,EICHERMOT,OPT_PE,515000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_CE_187000,RELIANCE,OPT_CE,187000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_CE_312000,ADANIENT,OPT_CE,312000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_2360000,MARUTI,OPT_CE,2360000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_CE_720000,ULTRACEMCO,OPT_CE,720000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_CE_54000,HINDALCO,OPT_CE,54000,20260224,Zero position & not in today refdata
OPT_ICICIBANK_20260224_CE_74000,ICICIBANK,OPT_CE,74000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_CE_11400,TATASTEEL,OPT_CE,11400,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_43500,JIOFIN,OPT_CE,43500,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_43000,JIOFIN,OPT_PE,43000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_CE_568000,TITAN,OPT_CE,568000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_203000,SUNPHARMA,OPT_PE,203000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_PE_262000,BHARTIARTL,OPT_PE,262000,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_PE_505000,APOLLOHOSP,OPT_PE,505000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_PE_552000,TITAN,OPT_PE,552000,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_486000,LT,OPT_PE,486000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_46750,ITC,OPT_PE,46750,20260224,Zero position & not in today refdata
OPT_INFY_20260224_PE_92000,INFY,OPT_PE,92000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_462000,LT,OPT_CE,462000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_555000,TRENT,OPT_CE,555000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_41500,JIOFIN,OPT_CE,41500,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_PE_24500,COALINDIA,OPT_PE,24500,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_183000,CIPLA,OPT_PE,183000,20260224,Zero position & not in today refdata
OPT_HCLTECH_20260224_CE_114000,HCLTECH,OPT_CE,114000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_211000,SUNPHARMA,OPT_PE,211000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_PE_278000,ADANIENT,OPT_PE,278000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_48750,ITC,OPT_PE,48750,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_462000,LT,OPT_PE,462000,20260224,Zero position & not in today refdata
OPT_BAJFINANCE_20260224_CE_146000,BAJFINANCE,OPT_CE,146000,20260224,Zero position & not in today refdata
OPT_TCS_20260224_PE_398000,TCS,OPT_PE,398000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_PE_500000,M&M,OPT_PE,500000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_200000,CIPLA,OPT_PE,200000,20260224,Zero position & not in today refdata
OPT_NESTLEIND_20260224_PE_186000,NESTLEIND,OPT_PE,186000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_45250,ITC,OPT_PE,45250,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_16250,JIOFIN,OPT_CE,16250,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_40500,JIOFIN,OPT_PE,40500,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_CE_230000,RELIANCE,OPT_CE,230000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_PE_530000,M&M,OPT_PE,530000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2300000,MARUTI,OPT_PE,2300000,20260224,Zero position & not in today refdata
OPT_BEL_20260224_CE_29500,BEL,OPT_CE,29500,20260224,Zero position & not in today refdata
OPT_M&M_20260224_PE_475000,M&M,OPT_PE,475000,20260224,Zero position & not in today refdata
OPT_TCS_20260224_PE_246000,TCS,OPT_PE,246000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_66000,RELIANCE,OPT_PE,66000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_CE_262000,BHARTIARTL,OPT_CE,262000,20260224,Zero position & not in today refdata
OPT_INDUSINDBK_20260224_PE_59000,INDUSINDBK,OPT_PE,59000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_42250,ITC,OPT_CE,42250,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_CE_278000,ADANIENT,OPT_CE,278000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_45200,KOTAKBANK,OPT_PE,45200,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_536000,LT,OPT_PE,536000,20260224,Zero position & not in today refdata
OPT_BAJFINANCE_20260224_PE_127000,BAJFINANCE,OPT_PE,127000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_PE_308000,BHARTIARTL,OPT_PE,308000,20260224,Zero position & not in today refdata
OPT_BAJAJ-AUTO_20260224_PE_1380000,BAJAJ-AUTO,OPT_PE,1380000,20260224,Zero position & not in today refdata
OPT_BEL_20260224_CE_26000,BEL,OPT_CE,26000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_PE_38500,ETERNAL,OPT_PE,38500,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_48800,KOTAKBANK,OPT_PE,48800,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_54500,ITC,OPT_PE,54500,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_590000,TRENT,OPT_CE,590000,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_CE_1050000,APOLLOHOSP,OPT_CE,1050000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_CE_14700,TATASTEEL,OPT_CE,14700,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_CE_51250,KOTAKBANK,OPT_CE,51250,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_51250,KOTAKBANK,OPT_PE,51250,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_CE_84000,TECHM,OPT_CE,84000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_58000,ITC,OPT_CE,58000,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_CE_31250,COALINDIA,OPT_CE,31250,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_PE_1050000,APOLLOHOSP,OPT_PE,1050000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_CE_63000,HINDALCO,OPT_CE,63000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_CE_69000,HINDALCO,OPT_CE,69000,20260224,Zero position & not in today refdata
OPT_WIPRO_20260224_PE_27650,WIPRO,OPT_PE,27650,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_CE_210000,GRASIM,OPT_CE,210000,20260224,Zero position & not in today refdata
OPT_BAJAJFINSV_20260224_PE_300000,BAJAJFINSV,OPT_PE,300000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_CE_176000,TATACONSUM,OPT_CE,176000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_CE_47200,KOTAKBANK,OPT_CE,47200,20260224,Zero position & not in today refdata
OPT_WIPRO_20260224_CE_29150,WIPRO,OPT_CE,29150,20260224,Zero position & not in today refdata
OPT_TCS_20260224_CE_472000,TCS,OPT_CE,472000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_44000,JIOFIN,OPT_PE,44000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_52000,ITC,OPT_PE,52000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_57000,ITC,OPT_CE,57000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_454000,LT,OPT_CE,454000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_PE_860000,HEROMOTOCO,OPT_PE,860000,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_470000,LT,OPT_PE,470000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_21500,ONGC,OPT_CE,21500,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_PE_420000,GRASIM,OPT_PE,420000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_CE_338000,ASIANPAINT,OPT_CE,338000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_16400,ONGC,OPT_PE,16400,20260224,Zero position & not in today refdata
OPT_TCS_20260224_CE_246000,TCS,OPT_CE,246000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_230000,RELIANCE,OPT_PE,230000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_392000,ASIANPAINT,OPT_PE,392000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_CE_498000,TITAN,OPT_CE,498000,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_PE_22500,COALINDIA,OPT_PE,22500,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_255000,TRENT,OPT_CE,255000,20260224,Zero position & not in today refdata
OPT_SBILIFE_20260224_PE_142000,SBILIFE,OPT_PE,142000,20260224,Zero position & not in today refdata
OPT_NTPC_20260224_PE_19500,NTPC,OPT_PE,19500,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_20500,ONGC,OPT_PE,20500,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_CE_25500,COALINDIA,OPT_CE,25500,20260224,Zero position & not in today refdata
OPT_M&M_20260224_PE_510000,M&M,OPT_PE,510000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_18800,ONGC,OPT_CE,18800,20260224,Zero position & not in today refdata
OPT_TCS_20260224_PE_242000,TCS,OPT_PE,242000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_PE_80000,ADANIENT,OPT_PE,80000,20260224,Zero position & not in today refdata
OPT_POWERGRID_20260224_PE_34750,POWERGRID,OPT_PE,34750,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_PE_159000,DRREDDY,OPT_PE,159000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_55000,ITC,OPT_CE,55000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_745000,HEROMOTOCO,OPT_CE,745000,20260224,Zero position & not in today refdata
OPT_HINDUNILVR_20260224_CE_162000,HINDUNILVR,OPT_CE,162000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_44000,JIOFIN,OPT_CE,44000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_CE_52000,HINDALCO,OPT_CE,52000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_PE_850000,HEROMOTOCO,OPT_PE,850000,20260224,Zero position & not in today refdata
OPT_BAJFINANCE_20260224_PE_44000,BAJFINANCE,OPT_PE,44000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_34750,JIOFIN,OPT_PE,34750,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_47600,KOTAKBANK,OPT_PE,47600,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_408000,ASIANPAINT,OPT_PE,408000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_CE_10600,TATASTEEL,OPT_CE,10600,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_PE_640000,ULTRACEMCO,OPT_PE,640000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_228000,RELIANCE,OPT_PE,228000,20260224,Zero position & not in today refdata
OPT_HCLTECH_20260224_PE_92000,HCLTECH,OPT_PE,92000,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_302000,LT,OPT_PE,302000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_2220000,MARUTI,OPT_CE,2220000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_PE_850000,ULTRACEMCO,OPT_PE,850000,20260224,Zero position & not in today refdata
OPT_ADANIPORTS_20260224_CE_86000,ADANIPORTS,OPT_CE,86000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_765000,HEROMOTOCO,OPT_CE,765000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2380000,MARUTI,OPT_PE,2380000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_CE_535000,TRENT,OPT_CE,535000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_2240000,MARUTI,OPT_CE,2240000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_915000,EICHERMOT,OPT_PE,915000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_PE_720000,ULTRACEMCO,OPT_PE,720000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_PE_660000,ULTRACEMCO,OPT_PE,660000,20260224,Zero position & not in today refdata
OPT_ICICIBANK_20260224_CE_202000,ICICIBANK,OPT_CE,202000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_PE_67000,HINDALCO,OPT_PE,67000,20260224,Zero position & not in today refdata
OPT_ICICIBANK_20260224_CE_200000,ICICIBANK,OPT_CE,200000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_CE_850000,ULTRACEMCO,OPT_CE,850000,20260224,Zero position & not in today refdata
OPT_TCS_20260224_PE_402000,TCS,OPT_PE,402000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_CE_37750,JIOFIN,OPT_CE,37750,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_18600,ONGC,OPT_CE,18600,20260224,Zero position & not in today refdata
OPT_NTPC_20260224_PE_18500,NTPC,OPT_PE,18500,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_735000,HEROMOTOCO,OPT_CE,735000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_187000,RELIANCE,OPT_PE,187000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_CE_258000,BHARTIARTL,OPT_CE,258000,20260224,Zero position & not in today refdata
OPT_AXISBANK_20260224_PE_68000,AXISBANK,OPT_PE,68000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_18800,ONGC,OPT_PE,18800,20260224,Zero position & not in today refdata
OPT_HCLTECH_20260224_PE_114000,HCLTECH,OPT_PE,114000,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_CE_140000,GRASIM,OPT_CE,140000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_CE_346000,ASIANPAINT,OPT_CE,346000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2050000,MARUTI,OPT_PE,2050000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_PE_840000,HEROMOTOCO,OPT_PE,840000,20260224,Zero position & not in today refdata
OPT_WIPRO_20260224_CE_15250,WIPRO,OPT_CE,15250,20260224,Zero position & not in today refdata
OPT_JSWSTEEL_20260224_PE_87000,JSWSTEEL,OPT_PE,87000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_244000,SUNPHARMA,OPT_PE,244000,20260224,Zero position & not in today refdata
OPT_NESTLEIND_20260224_PE_167000,NESTLEIND,OPT_PE,167000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_755000,HEROMOTOCO,OPT_CE,755000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_CE_350000,ASIANPAINT,OPT_CE,350000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_19000,ONGC,OPT_PE,19000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_PE_83000,DRREDDY,OPT_PE,83000,20260224,Zero position & not in today refdata
OPT_TECHM_20260224_PE_88000,TECHM,OPT_PE,88000,20260224,Zero position & not in today refdata
OPT_AXISBANK_20260224_PE_93000,AXISBANK,OPT_PE,93000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_338000,ASIANPAINT,OPT_PE,338000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_CE_12000,TATASTEEL,OPT_CE,12000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_PE_404000,ASIANPAINT,OPT_PE,404000,20260224,Zero position & not in today refdata
OPT_INDUSINDBK_20260224_CE_61000,INDUSINDBK,OPT_CE,61000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_200000,CIPLA,OPT_CE,200000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_PE_235000,M&M,OPT_PE,235000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_214000,CIPLA,OPT_PE,214000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_238000,SUNPHARMA,OPT_PE,238000,20260224,Zero position & not in today refdata
OPT_HDFCBANK_20260224_PE_73500,HDFCBANK,OPT_PE,73500,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_PE_490000,TITAN,OPT_PE,490000,20260224,Zero position & not in today refdata
OPT_BAJFINANCE_20260224_CE_127000,BAJFINANCE,OPT_CE,127000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_PE_171000,CIPLA,OPT_PE,171000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_CE_560000,TITAN,OPT_CE,560000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_62000,SBIN,OPT_PE,62000,20260224,Zero position & not in today refdata
OPT_BAJFINANCE_20260224_CE_63000,BAJFINANCE,OPT_CE,63000,20260224,Zero position & not in today refdata
OPT_HDFCBANK_20260224_PE_134000,HDFCBANK,OPT_PE,134000,20260224,Zero position & not in today refdata
OPT_TATACONSUM_20260224_PE_155000,TATACONSUM,OPT_PE,155000,20260224,Zero position & not in today refdata
OPT_BAJAJ-AUTO_20260224_PE_650000,BAJAJ-AUTO,OPT_PE,650000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_PE_163000,DRREDDY,OPT_PE,163000,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_46250,ITC,OPT_PE,46250,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_CE_44000,ETERNAL,OPT_CE,44000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_16250,JIOFIN,OPT_PE,16250,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_CE_22000,COALINDIA,OPT_CE,22000,20260224,Zero position & not in today refdata
OPT_ICICIBANK_20260224_PE_179000,ICICIBANK,OPT_PE,179000,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_478000,LT,OPT_PE,478000,20260224,Zero position & not in today refdata
OPT_BAJAJ-AUTO_20260224_PE_1400000,BAJAJ-AUTO,OPT_PE,1400000,20260224,Zero position & not in today refdata
OPT_POWERGRID_20260224_CE_13500,POWERGRID,OPT_CE,13500,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_22100,ONGC,OPT_CE,22100,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_CE_1990000,MARUTI,OPT_CE,1990000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_173000,CIPLA,OPT_CE,173000,20260224,Zero position & not in today refdata
OPT_GRASIM_20260224_CE_206000,GRASIM,OPT_CE,206000,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_532000,LT,OPT_PE,532000,20260224,Zero position & not in today refdata
OPT_ASIANPAINT_20260224_CE_326000,ASIANPAINT,OPT_CE,326000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_CE_286000,ADANIENT,OPT_CE,286000,20260224,Zero position & not in today refdata
OPT_SBIN_20260224_PE_69000,SBIN,OPT_PE,69000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_PE_486000,TITAN,OPT_PE,486000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_CE_304000,BHARTIARTL,OPT_CE,304000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_60000,KOTAKBANK,OPT_PE,60000,20260224,Zero position & not in today refdata
OPT_BEL_20260224_PE_28500,BEL,OPT_PE,28500,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_46750,ITC,OPT_CE,46750,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_860000,HEROMOTOCO,OPT_CE,860000,20260224,Zero position & not in today refdata
OPT_BHARTIARTL_20260224_CE_296000,BHARTIARTL,OPT_CE,296000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_PE_51750,KOTAKBANK,OPT_PE,51750,20260224,Zero position & not in today refdata
OPT_ITC_20260224_PE_51500,ITC,OPT_PE,51500,20260224,Zero position & not in today refdata
OPT_HDFCLIFE_20260224_PE_112000,HDFCLIFE,OPT_PE,112000,20260224,Zero position & not in today refdata
OPT_HCLTECH_20260224_CE_88000,HCLTECH,OPT_CE,88000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_213000,SUNPHARMA,OPT_PE,213000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_177000,CIPLA,OPT_CE,177000,20260224,Zero position & not in today refdata
OPT_RELIANCE_20260224_PE_226000,RELIANCE,OPT_PE,226000,20260224,Zero position & not in today refdata
OPT_NTPC_20260224_CE_44250,NTPC,OPT_CE,44250,20260224,Zero position & not in today refdata
OPT_LT_20260224_PE_560000,LT,OPT_PE,560000,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_PE_1030000,APOLLOHOSP,OPT_PE,1030000,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_PE_240000,SUNPHARMA,OPT_PE,240000,20260224,Zero position & not in today refdata
OPT_KOTAKBANK_20260224_CE_50750,KOTAKBANK,OPT_CE,50750,20260224,Zero position & not in today refdata
OPT_SUNPHARMA_20260224_CE_201000,SUNPHARMA,OPT_CE,201000,20260224,Zero position & not in today refdata
OPT_TRENT_20260224_PE_565000,TRENT,OPT_PE,565000,20260224,Zero position & not in today refdata
OPT_JIOFIN_20260224_PE_43500,JIOFIN,OPT_PE,43500,20260224,Zero position & not in today refdata
OPT_BEL_20260224_PE_26000,BEL,OPT_PE,26000,20260224,Zero position & not in today refdata
OPT_HDFCBANK_20260224_CE_112500,HDFCBANK,OPT_CE,112500,20260224,Zero position & not in today refdata
OPT_ITC_20260224_CE_22750,ITC,OPT_CE,22750,20260224,Zero position & not in today refdata
OPT_HDFCLIFE_20260224_CE_110000,HDFCLIFE,OPT_CE,110000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_CE_130000,ADANIENT,OPT_CE,130000,20260224,Zero position & not in today refdata
OPT_BEL_20260224_PE_24000,BEL,OPT_PE,24000,20260224,Zero position & not in today refdata
OPT_NTPC_20260224_PE_18000,NTPC,OPT_PE,18000,20260224,Zero position & not in today refdata
OPT_MARUTI_20260224_PE_2320000,MARUTI,OPT_PE,2320000,20260224,Zero position & not in today refdata
OPT_ETERNAL_20260224_PE_10000,ETERNAL,OPT_PE,10000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_PE_17000,ONGC,OPT_PE,17000,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_PE_63000,HINDALCO,OPT_PE,63000,20260224,Zero position & not in today refdata
OPT_BEL_20260224_CE_31500,BEL,OPT_CE,31500,20260224,Zero position & not in today refdata
OPT_HINDALCO_20260224_PE_56000,HINDALCO,OPT_PE,56000,20260224,Zero position & not in today refdata
OPT_HEROMOTOCO_20260224_CE_365000,HEROMOTOCO,OPT_CE,365000,20260224,Zero position & not in today refdata
OPT_WIPRO_20260224_CE_21900,WIPRO,OPT_CE,21900,20260224,Zero position & not in today refdata
OPT_M&M_20260224_CE_475000,M&M,OPT_CE,475000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_CE_1050000,EICHERMOT,OPT_CE,1050000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_CE_500000,M&M,OPT_CE,500000,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_181000,CIPLA,OPT_CE,181000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_17000,ONGC,OPT_CE,17000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_CE_188000,DRREDDY,OPT_CE,188000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_CE_486000,TITAN,OPT_CE,486000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_CE_572000,TITAN,OPT_CE,572000,20260224,Zero position & not in today refdata
OPT_ONGC_20260224_CE_17400,ONGC,OPT_CE,17400,20260224,Zero position & not in today refdata
OPT_COALINDIA_20260224_PE_22000,COALINDIA,OPT_PE,22000,20260224,Zero position & not in today refdata
OPT_EICHERMOT_20260224_PE_1050000,EICHERMOT,OPT_PE,1050000,20260224,Zero position & not in today refdata
OPT_TATASTEEL_20260224_CE_11600,TATASTEEL,OPT_CE,11600,20260224,Zero position & not in today refdata
OPT_CIPLA_20260224_CE_185000,CIPLA,OPT_CE,185000,20260224,Zero position & not in today refdata
OPT_DRREDDY_20260224_CE_60000,DRREDDY,OPT_CE,60000,20260224,Zero position & not in today refdata
OPT_TITAN_20260224_PE_564000,TITAN,OPT_PE,564000,20260224,Zero position & not in today refdata
OPT_APOLLOHOSP_20260224_PE_885000,APOLLOHOSP,OPT_PE,885000,20260224,Zero position & not in today refdata
OPT_M&M_20260224_PE_455000,M&M,OPT_PE,455000,20260224,Zero position & not in today refdata
OPT_ADANIENT_20260224_CE_126000,ADANIENT,OPT_CE,126000,20260224,Zero position & not in today refdata
OPT_ULTRACEMCO_20260224_CE_700000,ULTRACEMCO,OPT_CE,700000,20260224,Zero position & not in today refdata
OPT_LT_20260224_CE_478000,LT,OPT_CE,478000,20260224,Zero position & not in today refdata
